id,chessboard
U3bLEkKT,N2k4/pp6/2p5/2n5/1b2B3/8/3q4/3K4 w - - 0 29
gTcYV4qg,r5k1/p3rnpp/3b4/3P4/6b1/P5P1/1BP2P1P/3R2K1 w - - 1 27
qa3iESNk,2k5/R7/2N4R/8/8/1P5P/8/1K3B2 w - - 9 55
COzIyGeD,6r1/2R2Qpk/1p6/p7/7P/P7/1P2rPP1/6K1 w - - 3 28
BqsbfUpt,2Nq2kr/1p1b1ppp/4p3/p1QpP3/P6n/3BB3/1P3PPP/R4RK1 w - - 1 19
3mRl37kj,r5k1/p1p3p1/1pn4p/4p3/1P6/4BbPP/P3nP2/2R2RK1 w - - 2 24
qe8R9dnY,Nn3knr/pp3p1p/3p2p1/6N1/8/2B5/PPP1b1PP/R1K4R w - - 0 18
fr3tsO2l,r3kb1r/pp2p1pp/8/2pp2N1/N3n3/P7/P4PPP/3q1K1R w kq - 0 18
RDEhRYEf,rk1n1b1r/4pppp/p4n2/QB1N4/3P4/4Pb2/5PPP/2R3K1 w - - 1 21
1zfyE6gu,r5r1/ppQ2ppp/3p1k2/1B1P4/8/N3KP2/PP3P2/6RR w - - 1 26
8Tx0TwVS,r4Nk1/pp3ppp/8/q5b1/8/6QP/bPP3P1/2KR4 w - - 2 24
88wbCaFC,8/p5pp/8/2R1Bk2/8/6P1/2P2P1P/r4BK1 w - - 5 33
ocKoDVLi,7r/7p/pR6/2b2Q2/6pk/4B3/q4P1P/6K1 w - - 2 31
5ZCYSVAc,8/2r1p2p/6p1/3k1p2/5P2/5KPP/2p5/8 w - - 0 37
3xUtXoB6,1r6/5ppp/R7/2R5/3P3k/4PQ2/4KPPP/8 w - - 5 31
5Cm0iONs,r3k2r/pp1nqp1p/2p2b2/3p4/8/6PP/PPPPN1P1/RNB1K2R w KQkq - 1 13
fLyWyyEx,8/8/k1K5/2Q5/8/P7/1p4P1/8 w - - 0 57
1bcGJ0VC,r1bqk2r/1pp2pp1/p2p3p/4p3/N2nP3/3P4/PP1NB1PP/Q4RK1 w kq - 1 15
eYEfVMR5,2kr2r1/ppp1nbp1/7p/2q1Q3/8/P1BP1N2/1PP2PPP/R3K2R w KQ - 1 17
jHBGmJEu,7k/pp4pp/3p4/3N3n/2P3P1/3P4/PP3rq1/R6K w - - 2 30
P9ZqTRkq,8/p7/1p3p1p/1Pk1p2P/P1p1P3/2K5/8/8 w - - 0 45
b1Z5y5jh,8/1p6/p1p1k3/6n1/8/1P6/8/5K2 w - - 0 42
rWtgXur3,1r5r/k4p1p/p2p2p1/P2P4/R1p1Pp2/5N1P/2P2PP1/4R1K1 w - - 1 24
x3VsmBWq,2kr3r/p1p1qp2/2pp1p1p/2b1p3/4P2B/3P4/PPP2PPP/R2QK1NR w KQ - 0 12
EMNITM89,r4rk1/pp3ppp/3p4/4pq2/2Pp4/1P1Q1PPb/P2P1R1P/4R1K1 w - - 5 25
FRfqmQ3Y,8/p3kp2/5pbp/1p2p3/8/PrP2R1P/5PPK/8 w - - 2 29
eFAmvfs3,8/8/8/8/2k5/8/1q6/q3K3 w - - 0 73
wM57KnJG,8/7p/5p1p/R7/3rp1k1/1P4P1/P4PKP/8 w - - 4 33
EiAbCtAi,2rq4/1p1n1pR1/p2p3k/3Pp2P/1K2P3/1P6/P7/6Q1 w - - 0 35
4lfvmPkm,5k2/B1R5/8/1p4p1/7p/P1N4P/1PP2PP1/3R2K1 w - - 0 29
ghPlUNEq,rnbqk2r/pp2b2p/2p3p1/4Q3/2BpP3/8/PPPP1PPP/R1B1K2R w KQkq - 0 10
HPRNUBT0,2k2r2/1pp1R3/p1b3p1/8/2p3P1/6KP/P2Nn3/8 w - - 0 32
j7mQOC0W,4r3/7k/4P3/3P2Q1/5pP1/5P2/5PK1/4R3 w - - 1 52
ZlObZAev,5rk1/1p1R1pbp/p3p1p1/8/8/P1N4P/1PP2PP1/4R1K1 w - - 0 23
ITvWiWWm,8/2qb2r1/3p1r1k/p1p1p3/1pN1Pp1n/P2P1P2/BPP1KQ2/R1R5 w - - 1 45
uEvWUkQE,8/5p2/2pk3p/3p2p1/pr1P2P1/3R3P/2K3P1/8 w - - 10 54
81bZw6Ew,3K4/4qr2/6k1/P7/1Rp5/2P5/1P6/8 w - - 14 66
XtBGCGVE,3r2k1/4rpp1/1p5p/p1p5/P1P1bPqP/3PR1P1/1P3K2/1Q1R4 w - - 0 36
YfkzkhMi,r3r1k1/pp2np2/4p1p1/4P1Q1/2pPp3/2P3PR/PP5P/4R1K1 w - - 0 25
uIwH01CP,q6k/6bp/2p3p1/p1P2p2/8/2r3BP/P1Q2PPK/8 w - - 1 32
wm9t2Y1W,1k6/8/2R2P2/6p1/6P1/2N2r1P/P5K1/8 w - - 3 42
5HtAG3XB,3k4/6pp/8/1BB2p2/P3p3/4P3/1P3PPP/6K1 w - - 0 27
rnu7BHUA,r7/4r1k1/4p2p/1b1p1ppK/pP1P4/2PN2PP/1P1R2P1/R7 w - - 0 42
F1QFBUdV,2r2rk1/1bq4p/p3ppp1/2pp4/8/N1P2N1P/PPQ2PP1/3RR1K1 w - - 0 21
9T4pTnNB,r4rk1/1p1b1pp1/p2qpb1p/8/3P4/1P3N2/P2Q1PPP/3RR1K1 w - - 1 18
yROPZzpz,3r1r2/7p/p3pPk1/1pP3P1/4b2P/P3nR2/1P6/1K6 w - - 0 35
65YNBbH4,r1b1qrk1/p1p2pbp/2p1pnp1/1BP5/Q2P4/2N1B3/PP3PPP/R4RK1 w - - 0 16
4WeRGu1r,3r1rk1/1p4p1/p7/4P3/3BQ3/6Pb/P1P4n/2KR2R1 w - - 0 27
dyN8RCxT,3k3r/pp3ppp/1q2p1n1/1Q1pP3/8/6B1/P2N1PPP/1RrK3R w - - 0 23
By3cxy3b,2rq3r/1p4k1/p3p1p1/3pPpQp/3P3P/1P4N1/5PP1/6K1 w - - 2 29
Pv6R38bQ,8/8/p1p1pkn1/PpP1p3/1P2P1p1/4K1P1/5P2/5N2 w - - 4 36
13b68GpP,8/8/4Q3/5p2/N2Q1P2/6Pp/1P5P/k5K1 w - - 3 45
xfER5DpY,r2q1b1r/p2k3p/2p1bp2/5B1Q/3p1B2/8/PP3PPP/R2R2K1 w - - 2 19
cxM5PE1M,3r1k1r/1pq2p2/p3b1pp/3pPp2/1P3Q2/P1PB4/5PPP/3R1RK1 w - - 1 27
euSjdCcF,2r2rk1/p2Q1ppp/1p4q1/4P3/8/2P2Bn1/P1P2PPP/1R2R1K1 w - - 0 19
ZqBbsTmC,r2qr1k1/ppp2ppp/5n2/8/1b1p4/2NBBP1b/PPPQ1P2/R3R1K1 w - - 0 15
Xm5EkwvE,8/2q2ppk/1p2p2p/p1b1P3/2b5/P4N1P/1B1R1PPK/4Q3 w - - 0 31
dypj4EuK,8/2p2p2/p1p2pbp/2Pk4/1P1r2PP/P3KP2/8/R3N3 w - - 2 41
GzmlHHIq,r1b2rk1/p1p2ppp/8/3Q4/2B3n1/2N1qK2/PPP3PP/R6R w - - 1 14
U1rGL65Y,r3k2r/p1p1bp1p/2pq1npB/3p1b2/3P4/2NQ1N2/PPP2PPP/R3R1K1 w kq - 6 12
efugDNWB,r1bq1r2/pp3ppk/2n1Nb2/2pp4/5PQ1/PP2P3/2PP2PP/1N3RK1 w - - 1 14
nEfC6Zkm,8/1k6/6pp/p4p2/P1K5/2P5/2P2PPP/8 w - - 0 37
8FyZBmFA,2b5/p4p2/2P5/1PkpPP1p/3N4/4K3/8/8 w - - 0 45
k6Y8QQCm,5r1k/6p1/p3B2p/1p1pP2q/3P4/1P2P1P1/P3R1PK/2B5 w - - 5 40
KA1NjqRM,2r1r2k/5pp1/1p2b2p/pq1pPp2/3P4/P4N1P/1P1Q1PP1/2R1R2K w - - 2 24
RFp5hdYP,7k/1p4R1/5B1p/P5p1/2B2nP1/3n1P2/1P2r1PK/8 w - - 7 38
RZCWI4EL,8/ppp5/4R2p/5Rp1/7k/4B2P/PPP2PP1/6K1 w - - 1 29
Qw1UFcf2,r2q2k1/ppp3pp/2np4/6b1/4PRn1/3P4/PPP3PP/RN4K1 w - - 0 16
uJqL0VWf,r4rk1/pp3p1p/2p1p1p1/8/1P1P1n2/5P2/1PB2PqP/RQ2R1K1 w - - 0 19
nfl1Wwjm,r1b1kbnr/p2qpppp/8/1p6/4N3/1n6/PP2PPPP/R1B1KB1R w KQkq - 0 10
ih4m0Wa9,8/P5R1/2k5/6P1/8/5K2/8/8 w - - 1 65
DGfxAaRs,8/p3qppk/1p1n4/3P4/8/4B3/P4PPP/6K1 w - - 0 28
2Bk0huLQ,4b1k1/pp4pp/8/1N1pq3/7P/2P5/3K4/8 w - - 0 30
BoUWdwT1,8/7p/1P3Q2/P5p1/6Pk/7P/5p1K/4q3 w - - 1 57
Esif8cNQ,8/5kp1/4p1p1/8/P4P1B/1P1K4/2p3r1/8 w - - 0 46
Q8igMpuD,2B1r1k1/5p1p/8/1b4pK/7q/Q1P5/P5PP/1R6 w - - 2 30
RY2ZX22x,4k3/p4p1p/5ppb/2p5/2P1q3/1P3N2/4KPPP/R3R3 w - - 0 23
OufJLEgH,8/p6r/P3p3/1k1nP3/5p2/5R1p/5P1B/6K1 w - - 8 40
r36xEZFr,r3k3/p2p1p1p/b1pB4/2p5/4P3/2N5/PPP2r1P/2KR2R1 w - - 4 18
8tPm7XyY,3r1b1r/ppp3p1/6kp/1N1np3/6b1/4K3/PP3PPP/R7 w - - 2 16
YvLqvP6p,1r3k2/5p2/6pp/p7/3Q2B1/2P3P1/P4PP1/2R3K1 w - - 0 34
BSiKvojE,2r1r1k1/pbp2ppp/8/B1p1P3/8/P2B4/2P2PqP/R2QR1K1 w - - 0 21
L3nqlnqU,3R4/5p1k/1KR2Bp1/8/2p5/8/PP6/7q w - - 0 42
G5xsKKIB,r4rk1/1pbQ1ppp/p3p3/P2p4/1Pb5/2P1P3/3BqPPP/R3K1R1 w - - 7 25
3SRBeGan,5Q2/8/8/8/6Q1/2K5/8/7k w - - 5 65
wzArDq8e,r1b1k1nr/pp1p1ppp/4p3/2b3N1/2B1P3/3P4/PPn2qPP/RN1K3R w kq - 0 11
wI91f3Tm,8/6pp/p7/8/3P1P2/2k5/P3K1PP/8 w - - 0 34
mUznfEKe,r6r/3q1kp1/4p3/p3PpBp/1n6/6Q1/3NnPPP/R4RK1 w - - 2 24
tw1aA68C,8/p7/8/5q2/2k2P1K/8/8/4q3 w - - 2 60
Mh4x45AH,8/1kp5/2p4P/1p4p1/1P6/5p2/6q1/6K1 w - - 4 58
TWUjhfpR,3B4/8/p3p3/2Rb1kP1/1P6/8/1KPr4/8 w - - 1 54
DXnBPHr6,2r2rk1/1b2nppp/p3p3/qpQ1P3/4N3/1B3N2/PP3PPP/R3R1K1 w - - 5 20
VAjI72dM,6k1/pp5p/2p3p1/3p4/5B1Q/2PP2PP/P1P5/4q2K w - - 8 29
vbRiHsbm,5r2/8/3kP2p/3p1K2/3P2PP/2P5/1p6/1R6 w - - 1 56
dBTeBnTL,rnbqr1k1/ppp2ppp/8/3n4/5b2/3P1N2/PPP1B1PP/RN1Q1RK1 w - - 0 11
f9UkUOBY,7q/8/6K1/8/1k6/8/8/8 w - - 0 78
CLc6myYw,8/2p4R/p1p5/1P6/P5p1/4Pk1p/5r2/7K w - - 1 49
fwVvDm3Z,8/bppb1k2/7Q/P2N4/3q2p1/8/6PP/5N1K w - - 9 46
qzgu5zf3,8/7p/6p1/p2k1p2/N2b4/7P/4KPP1/8 w - - 3 41
f5Us4BuT,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
jyDLOgYe,1n5Q/1k4B1/2p5/1p3K2/8/6P1/8/8 w - - 1 60
2U8wFa9A,7k/5P1p/K7/8/q7/8/8/1q6 w - - 4 93
lPS1U2QB,4rrk1/p1p2ppp/2p5/2bp4/N7/1B2Bq2/PPP1nP1P/R4R1K w - - 2 20
AgP567Cl,8/6pk/1pp4p/8/5Q2/2P4P/PP1nr1qP/3R2K1 w - - 1 33
6oZHx9a5,8/4R2P/8/1kp5/1pN3K1/1p6/7r/8 w - - 8 57
tVYeiMrD,r1b1r2k/1pb3pp/2p2nnN/pP4N1/P3P1q1/BB1P4/5PPP/R2Q1RK1 w - - 7 21
k5rXWvwC,1R6/3p1p2/6pk/3n3p/p2B4/2PB1NP1/P2K1PRP/8 w - - 3 33
TL3huq3g,r7/ppp2kpp/3b1n2/4p1B1/4P1b1/2NP1Q2/PPP2PPP/R3K2R w KQ - 2 13
CAiCuq6n,4r1k1/p1p2pp1/2N5/3N3p/3Pp3/4P1bP/PPP5/R2Kq3 w - - 0 29
G7trltFy,8/4KP2/8/6q1/1k6/8/8/8 w - - 23 76
ONp4KGhI,r1bqkbnr/ppp2pp1/2np4/4p2p/2BP4/4PQ2/PPP2PPP/RNB1K1NR w KQkq - 0 5
h6deqbJa,2b2rk1/3n1p1p/2p3p1/1p1n2q1/1P2B2N/4P2P/rbPBQP2/1NKR4 w - - 1 21
SfHScrEI,1Q6/8/8/3B3k/8/6R1/5PK1/8 w - - 1 49
PmK86H6P,8/3bB3/7k/8/5KP1/2pB4/8/8 w - - 1 50
eHTb5Qfh,2r5/2pq2p1/p1npp2k/1p2p2B/4P1Q1/P1NP2KP/1Pr5/R5R1 w - - 0 22
bgv3IQF9,8/2b5/8/K2k4/2q5/8/8/8 w - - 42 82
wtfZlRGa,r1bq1b1r/ppp1k3/2n3Qp/3pp1N1/5p1P/2P5/PP1P1PP1/RNB1KB1R w KQ - 1 12
mucCs6SN,4k3/p6r/8/7K/8/8/3b4/6q1 w - - 10 67
clnqpkWZ,7R/6Q1/8/8/8/P1P4p/P7/2K4k w - - 1 45
ND68cHO6,r1b4k/2p2Bpp/p1n5/b7/3P1B2/2p5/PP2QPPP/RN2R1K1 w - - 0 16
1fDJ7N8j,1r1q1rk1/2p2p2/b1P2n1p/p3N1p1/1p1P4/1B4B1/P1P1QPPP/R4RK1 w - - 2 18
BhFsUnIo,rnb1kb1r/p1q2pp1/2ppp2p/8/1pBPP3/2N2N1P/1PP2KP1/R1BQ3R w kq - 2 14
bm0lTBKz,1r1r2k1/4b2p/p7/3pp3/N7/2P1P3/PP1N3P/3K3R w - - 0 26
bl1lsXgi,4r3/p1p2p2/8/2ppPQpk/8/P2N1R2/1P3K1P/8 w - - 2 42
Eo5epqXJ,4N2k/p4pp1/1p3p1p/8/8/6QP/PP3PPK/2q5 w - - 6 29
vOm64W02,4r1k1/p4ppp/2p5/1p3b2/3P4/3nN2P/P4PP1/R4K2 w - - 0 23
vl7lMOAF,8/pp6/2ppkp2/6rQ/3PP3/3P4/PP3P1P/R4K2 w - - 3 27
VEnuGQic,1k6/4R3/Q1P5/1p3p2/3p2P1/P2P1N2/B1P3P1/6K1 w - - 0 36
kdD1jaK9,6k1/4K1p1/p6p/1p6/p4n1P/3r4/4r3/2R5 w - - 4 38
8CglP3nt,8/5k2/3Q4/2P5/1p6/P4NP1/7P/3RK3 w - - 3 39
XjKzN7Dw,3r4/pp5R/2p1bk2/P2p1p2/8/2P3Q1/5KPP/1Nr5 w - - 1 28
yoJGUIA6,7r/pp3N2/2p4p/5Qpk/8/2P1P2P/5PP1/2R1K2R w K - 0 29
4uVuAX6p,r1b1k2r/pp2q1pp/1nn1p3/3pPpN1/2pP1B2/PPQ5/2P1BPPP/R3K2R w KQkq - 4 14
VyJYPJrR,r4rk1/ppp2ppp/8/4b3/1P6/P3PBP1/5P1P/1bBR2K1 w - - 0 17
LgARjU27,8/5kp1/8/7P/8/6P1/r4q2/5K2 w - - 0 52
bsNtVlzo,7Q/p6p/4k2b/4B1p1/4P3/6P1/NPP4P/1K6 w - - 1 35
toDfcusf,8/p7/2Q1p3/kpp1B3/8/NKP5/PP6/R7 w - - 2 38
Qp7fD51q,8/p2p4/1p6/4NQ2/P2k4/4p1K1/5P2/8 w - - 0 48
qWQ8DsLZ,1n5k/r2p3p/2bP4/p3p1R1/p1B1P3/3Q4/PPP4q/2KR4 w - - 0 23
KuWN4iCa,2k5/Q6p/1p2p3/3b4/3P4/2Pq1r2/4K3/4R3 w - - 9 36
i8clwVfc,rn4k1/ppp4p/3p4/3P4/2P5/8/Pb4q1/n2K1r2 w - - 6 29
7yttv6uY,8/2Pbn2p/4k3/8/5p1p/8/1KR2r2/8 w - - 4 48
xHDGKgIo,3Q4/p4k2/2p1bBr1/2q1Pp2/3p4/1P6/P4PPP/R4RK1 w - - 6 31
7jHTw89E,6k1/p1p2pp1/5n1p/8/8/6P1/Pr5P/n2qrK1R w - - 0 26
juDrvNZb,4k3/7R/3Rb3/1PB5/2P1P3/1N3P2/1P5P/6K1 w - - 4 40
1y4rqqSf,8/5pk1/R5p1/1p6/5p2/6nP/3r2BK/7r w - - 1 42
UFknoALE,6Q1/2b1k3/2B4R/p1p5/2Pp4/1P1P4/P4P2/2K5 w - - 6 35
6ry1PCQE,3rk2r/p1p4p/1p2p1p1/4bp2/P1P4P/3B4/5q2/3K4 w k - 2 31
57p1mAFW,2k5/8/7K/5r2/8/7q/8/6r1 w - - 4 66
DftJJeIP,8/pb3pp1/1kp1p3/1p1pn1r1/PP1K4/2P1N3/3r4/4R3 w - - 2 34
Knp8kIlz,6k1/5ppp/1pp5/8/r1KP1q2/4r3/8/8 w - - 4 42
tfmoVlG7,r1bqk2r/pppp2pp/n7/2bB1pn1/2N5/2P3P1/PP5P/R1BQK2R w KQkq - 0 13
5emzRJpL,8/p7/1pkp4/5R2/6r1/2N3PR/PP3K2/8 w - - 0 35
uOVEO3J7,4k3/1p2n3/5q2/pP3p1p/P2r4/6P1/4QPKP/2b5 w - - 0 32
2ORYQfVt,r6r/1k2pp1p/1p1p2p1/2pPq1Rb/P1P1P3/1P2BP2/2Q2P2/2KR4 w - - 4 29
ixKlWhB9,r1b1kbnr/1pp3pp/p1n2p2/1B1Np3/1q1P4/4P1B1/PPP2PPP/R2QK1NR w KQkq - 1 8
mqwohwBY,8/7p/1p1b4/2p3k1/2q5/1KP5/PP2R3/2r5 w - - 4 33
ziPuGydD,2kr3r/pp1q2p1/2pb4/3p3n/1P1Pp1b1/2P1P1Pp/P2N1Q1P/R3NK2 w - - 0 22
kUlT5BmQ,r1b4R/2p1kpb1/p1n1p3/3p4/Np1P1q2/3B1NP1/PPP1QK2/R7 w - - 1 18
zEBOHZqK,r3k2r/1pp1pp1p/p5p1/8/4n1b1/1P1BP1P1/P1PB1P1P/q3K2R w Kkq - 0 16
8yKlcwcP,8/p5R1/1pbkpB2/n1qpN2r/7P/bP1QP3/2P2P2/R3KB2 w Q - 5 29
7grxDnlZ,3q4/3p1k2/4p3/2P2p2/3P3Q/8/PP3PPP/R3K1NR w KQ - 3 25
PHnPqIYg,r1b1kr2/p3q1QR/npp1pp2/3p2p1/2P5/2N3P1/PPP2PP1/2K4R w q - 3 18
BcGAljGd,2k5/p6p/P3p1p1/1p3p2/6n1/2p3P1/3n2rr/4RK2 w - - 4 31
Jy4sb1lh,3r4/3qKpkp/8/2p5/1n6/8/8/8 w - - 0 49
oqhAssXU,1Qbk3r/p2pn1pp/Bp2p3/2p3N1/3P4/4P3/PP3PPP/n1BK3R w - - 2 17
FBABnE9A,r3kb1r/pppbqppp/8/8/1nB5/1P6/PBP1NPPP/R3K2R w KQkq - 1 12
EDbv1LZH,8/p6N/1k4pK/1P3bP1/4p3/4R3/4B3/8 w - - 1 42
DXsgPGQB,r1bqkb1r/ppp2ppp/4p3/3pPn2/8/2P2P2/PP1N1P1P/R1Q1KB1R w KQkq - 1 10
9GIc1NzJ,rn1qk2r/pbpp1ppp/1p2p3/2b4n/4P3/2PP1NP1/PP2BP1P/RNBQ1RK1 w kq - 3 8
CeQaWCx5,7k/7p/1p2qP2/p1p5/P2P1K2/1P1b2P1/8/8 w - - 0 62
lVWRWEB7,8/8/n7/3Q4/1k4Pp/2R4P/8/5RK1 w - - 1 41
Ukex6RBa,5rk1/p1pp4/4p1p1/2P2p1p/q7/3BB1K1/1r4q1/8 w - - 6 41
BJjDxmNJ,2k5/pp6/2p4q/5R2/2Q2Pp1/4b1P1/PPP1P1Kr/5R2 w - - 1 29
B7YastXb,r1b3k1/pp3ppp/n3r3/3p4/3P4/P1P1Q1P1/7P/1qB1KR2 w - - 0 22
DCaHHi8g,5br1/p1k2p1p/8/3p1N2/N2P1P2/1PP4r/2n1B3/5K2 w - - 2 35
2HN2z2wp,4Q3/1k6/3Q2B1/p2p4/1pp5/2P5/q4PPP/B1R3K1 w - - 1 35
3TqNBLSH,8/5p2/3p4/p1pP2kp/2P4q/PP1KNR2/8/5B2 w - - 0 32
PgrQhxmi,1k6/6R1/1pp5/p6p/7P/5b2/PPP1rP2/3R1K2 w - - 9 29
pWmrzGkO,3r3k/7b/p3B2Q/2n4P/8/8/P1P5/2K3R1 w - - 1 33
ECMNZyY1,r4r2/1pp2p1p/p3pQpk/3pP3/b5P1/8/PPP1BP1K/R4R2 w - - 1 20
TmFtzKrK,r2k1b2/p6b/2r5/p2pP3/3P1P2/P1P3P1/7P/2R3K1 w - - 0 32
6YFs0gTz,r2k1b1r/ppp1p1pp/3p4/8/3PN1Q1/1P6/1PP2PPP/R1B1K2R w KQ - 2 14
q4MLp41H,r3k2r/1pp1ppbp/p7/8/3n4/3P1P1B/PPP1q3/1RBK4 w kq - 1 17
Hlu1wEd2,8/2Pk4/pB6/1p3p1p/2b1p2P/P1K1P3/5P2/8 w - - 1 48
RYOLd3Tq,r1q2k1r/2pR4/p3Q3/6pp/3P4/2P4P/PP1bB1P1/R5K1 w - - 2 26
7wJ2Tpi4,8/p7/5k1p/1p6/5P1K/P1Pr2P1/1P2R3/8 w - - 0 44
ekD0fldb,r1b4k/ppppqR2/6Q1/2b1n3/4P3/3P4/PPP3PP/RN5K w - - 1 17
CluJF0x8,8/2p4R/p1kr1NP1/1p6/1P2K3/8/1n5P/8 w - - 2 41
r9TO5XHS,5b2/3n4/4ppk1/pn1p2p1/3P2P1/1P2PPpP/1NK5/1N6 w - - 0 37
c7J5uoW2,8/8/B4k2/3p4/2p5/3b2P1/1P3K2/R7 w - - 0 51
ubi5igiA,r2q2nr/pppk3p/2nb1p2/3p3B/3P1Q2/6B1/PPP2PPP/RN2R1K1 w - - 5 15
NzeYv6ft,4r3/7k/p6b/1pB1P2R/1P1P3r/PN2K3/6P1/8 w - - 5 41
8XT0CJsq,r7/ppp2qk1/4p2p/3pN1p1/3P2P1/3QP2P/PPP5/6K1 w - - 0 27
Ude8WyHm,r7/5p1k/4p2p/3pPp2/p2P1b1P/1pr2P2/4KP2/1R1B3R w - - 0 35
ENz8Bz5P,8/3b4/4B3/1p6/1P3kp1/P3p3/5P2/5K2 w - - 0 68
YruQrX5U,2k5/1R6/2P1p3/3p4/3Pp1p1/4P3/5r1p/1KR3r1 w - - 4 45
LNQ7uP4Z,8/2nk2pp/1Bpp4/P1p2p2/2K2P2/6P1/1P5P/8 w - - 1 37
a3eZgNtS,6k1/pp4pp/4p3/2Pp4/3Pb2n/P3P2P/1Q3KP1/8 w - - 5 34
QSnaNJ76,8/8/3q4/pP2k3/P4R2/5K2/8/8 w - - 18 69
wyaK4EdL,7r/p1r2k2/Pp1p1Pp1/1PpPp1Pp/R1P1P2K/4PR2/8/8 w - - 99 111
1AbHlrHu,4r1k1/1B3p2/p2p2p1/7p/3b4/5Nqb/PP3P1N/2Q2RK1 w - - 2 25
SCeZnNQa,4k2r/4bppp/pnN1pn2/5b2/2P5/1PN5/P4PPP/R1BR2K1 w k - 0 17
qV8JZBEt,8/1pp3pk/p4p1p/n3pN2/4P3/P1P1P1P1/1P5q/3r1K2 w - - 2 32
Fcm279Mj,r3k2r/4bppp/pq1ppn2/1p6/2P5/P3PQB1/1P1N1PPP/2R2RK1 w kq - 1 17
y6B8Xhhf,8/8/8/3b4/8/8/2p1k1p1/2B3K1 w - - 2 85
ck8oEjPq,8/6b1/p1p5/1p4B1/1P1p3P/P2k4/8/3K4 w - - 13 52
xwNLa4yM,r2q1r1k/2pn3p/1p1pB1p1/p2Pp3/1PP5/P4Q1P/3B1PP1/R4RK1 w - - 2 23
618dFq0q,r4r2/2p3bk/2qp2pp/1pn1pp2/p7/P1P1PN1P/1P3PPB/3RR1K1 w - - 0 21
C4m0Zl3c,8/8/8/B6p/8/8/2b1pK2/3k4 w - - 14 79
bkg36N9k,8/8/8/8/5pk1/6N1/6K1/8 w - - 0 64
9IhjXRxd,8/1p2kp2/2p4p/3p4/3Pp3/2P1P1bq/4Q1N1/6K1 w - - 0 45
o7AQGiYV,r1b1k1nr/pppp1pp1/5q1p/2b1n3/2Bp4/2P2N2/PP3PPP/RNBQ1RK1 w kq - 0 8
2gk8bkUO,8/8/8/2R3pk/1r3p2/5PK1/8/8 w - - 0 85
lR6jGLig,2b3k1/1p2rp1p/p2p1qp1/3P4/1P6/P3PB2/5PP1/5RK1 w - - 0 25
Q9nyAgzy,8/8/7p/3p3P/k2P2P1/2pB4/2K5/8 w - - 1 71
XeBfBz0A,8/8/2R1p2p/pp2k3/8/P7/8/6K1 w - - 0 63
t16Ofu6t,5Q2/6pk/7p/4N3/3Pn3/4q2P/6P1/R6K w - - 2 40
acxMEIrd,r4rk1/pp1nqpp1/8/4P3/8/2P2p1P/PP3P2/R2QK1R1 w Q - 0 19
E59yzkI5,r2q1r1k/pp6/4ppQ1/3nN1b1/3P3P/6R1/PP3PP1/4R1K1 w - - 2 28
w5GtFsmU,8/8/5r1p/1p3P2/1k4K1/p7/3R4/8 w - - 0 65
txoVrQgu,8/8/1k4K1/8/5q2/8/8/8 w - - 2 66
TwKXMvNX,r4rk1/ppp2pp1/5n1p/b3p3/4P2B/P1N2P1P/2Pq1P2/1R3RK1 w - - 0 17
267g7xQn,8/6QP/8/1K6/8/8/1P5k/6q1 w - - 0 59
lTQLGxpe,rn2k2r/p1n2ppp/8/1bb5/8/8/PP4PP/2KR4 w kq - 0 24
q8yflvqV,rnbqkbnr/ppp2ppp/8/3pp3/8/2P1P3/PP1P1PPP/RNBQKBNR w KQkq - 0 3
D3Lptfos,1r3rk1/pp3pp1/2P4p/5q2/2BQ4/2N1Pn1P/PPP4K/R7 w - - 1 20
CgkXrIqa,8/p1ppn1pk/b7/8/3PP2p/2P1Kr2/P5q1/1R6 w - - 4 29
gh5TuHkm,8/8/8/5P2/8/8/1k1p2PB/5RK1 w - - 0 52
0WN5Dru2,4Q3/5R2/3k4/1B1p3p/1K1Pp3/4r2P/1P5n/R7 w - - 4 42
wcvQaNBu,r3k3/1p3pp1/p1p1b3/4p3/3pP1pq/4b3/PPP1N1PK/R2Q1R2 w q - 1 20
QONP2drS,rn6/3k1pq1/p1pP2p1/1p2p3/7P/1B3nN1/PPP2P1P/3RR1K1 w - - 1 27
NoaKz2AP,8/p7/5k2/3B4/1P1P3K/2P3p1/P4rR1/8 w - - 1 35
tRdHQh42,6k1/5rpp/3p4/P3p3/2Bb4/5PqP/1R4P1/R6K w - - 1 29
6wHe7HSY,2bq1b1r/2p1pQpp/p1pkP3/3pn1N1/1r1P1B2/8/PPP2PPP/RN3RK1 w - - 3 14
N0o4EuDt,r1bq1b1r/ppppkppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQ - 6 5
h18rXlol,4R3/8/8/5Q2/8/3r4/2k5/4K3 w - - 3 74
OzJIZf0G,3r1rk1/1pp2ppp/p1n5/8/4p3/P1P1P2b/2P1BnqP/R3Q1K1 w - - 0 22
gWmiZHoB,6k1/4Q1pp/p7/1ppq4/8/7P/PP3PP1/6K1 w - - 0 31
oIoPcbix,rn3R2/ppp1n3/4Q2p/3p4/3k4/2N5/PPP1B2q/R1B1K3 w Q - 0 23
